student,vak,activiteit,zaal,dag,tijdslot
Renze,Webprogrammeren en databases,p1,C1.112,Dag5,11
Roelof,Webprogrammeren en databases,p1,C1.112,Dag5,11
Sanne,Webprogrammeren en databases,p1,C1.112,Dag5,11
Sayfeddine,Webprogrammeren en databases,p1,C1.112,Dag5,11
Tian,Webprogrammeren en databases,p1,C1.112,Dag5,11
Vinod,Webprogrammeren en databases,p1,C1.112,Dag5,11
Yalda,Webprogrammeren en databases,p1,C1.112,Dag5,11
Yaro,Webprogrammeren en databases,p1,C1.112,Dag5,11
Yuri,Webprogrammeren en databases,p1,C1.112,Dag5,11
Ziya,Webprogrammeren en databases,p1,C1.112,Dag5,11
Ans,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Arina,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Berit,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Buck,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Cemil,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Djamilla,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Doede,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Dolf,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Emme,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Goos,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Gustaaf,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Ilyass,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Jael,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Jonah,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Jos,Zoeken sturen en bewegen,p1,A1.04,Dag5,13
Julot,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Jurrian,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Karolina,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Krijna,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Lilly,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Marnik,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Marrie,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Mathe,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Noud,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Owen,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Rein,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Resi,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Riana,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Rins,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Sezen,Zoeken sturen en bewegen,p1,A1.06,Dag5,13
Shairon,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Shan,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Shauny,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Sohrab,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Tamimount,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Tjesse,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Tom,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Vasco,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Wissal,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Xiao,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Ya,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
Ycel,Zoeken sturen en bewegen,p1,A1.08,Dag5,13
